order_id,order_date,customer_id,product_id,quantity,unit_price,discount,channel,province,category,net_sales
ORD000331,2026-01-24 02:37:00,C0090,P035,1,24605.0,0.0,Marketplace,เชียงใหม่,Accessory,24605.0
ORD000332,2026-01-23 04:50:00,C0135,P003,2,25900.0,0.05,Marketplace,กรุงเทพมหานคร,Smartphone,49210.0
ORD000333,2026-01-20 03:21:00,C0143,P011,2,25900.0,0.0,Web,เชียงใหม่,Accessory,51800.0
ORD000335,2026-01-18 07:01:00,C0114,P019,2,3990.0,0.0,Web,เชียงใหม่,Smartphone,7980.0
ORD000336,2026-01-27 00:17:00,C0058,P021,2,24605.0,0.0,Marketplace,ระยอง,Smart Home,49210.0
ORD000337,2026-01-16 00:09:00,C0061,P019,1,3990.0,0.1,Mobile App,ขอนแก่น,Smartphone,3591.0
ORD000338,2026-01-27 15:41:00,C0036,P024,2,313.95,0.0,Marketplace,กรุงเทพมหานคร,Accessory,627.9
ORD000339,2026-01-24 07:46:00,C0140,P003,2,24605.0,0.0,Web,ภูเก็ต,Smartphone,49210.0
ORD000341,2026-01-24 01:27:00,C0159,P012,1,891.0,0.0,Marketplace,ภูเก็ต,Accessory,891.0
ORD000342,2026-01-26 00:15:00,C0029,P036,3,299.0,0.1,Web,ขอนแก่น,Notebook,807.3
ORD000343,2026-01-24 15:07:00,C0008,P033,4,12900.0,0.0,Mobile App,ขอนแก่น,Smart Home,51600.0
ORD000344,2026-01-03 07:19:00,C0140,P032,4,23310.0,0.0,Marketplace,ภูเก็ต,Notebook,93240.0
ORD000345,2026-01-06 18:55:00,C0129,P012,1,940.5,0.0,Web,กรุงเทพมหานคร,Accessory,940.5
ORD000346,2026-01-17 20:22:00,C0018,P021,4,24605.0,0.0,Web,ขอนแก่น,Smart Home,98420.0
ORD000347,2026-01-02 23:31:00,C0145,P037,1,25900.0,0.0,Mobile App,ภูเก็ต,Smart Home,25900.0
ORD000348,2026-01-08 09:01:00,C0079,P010,4,891.0,0.0,Marketplace,ภูเก็ต,Smart Home,3564.0
ORD000349,2026-01-13 15:09:00,C0011,P027,4,23310.0,0.1,Mobile App,ชลบุรี,Smartphone,83916.0
ORD000350,2026-01-11 09:57:00,C0155,P024,2,269.1,0.05,Mobile App,เชียงใหม่,Accessory,511.29
ORD000351,2026-01-17 17:41:00,C0119,P030,2,499.0,0.0,Marketplace,ขอนแก่น,Smartphone,998.0
ORD000352,2026-01-21 13:44:00,C0076,P022,1,449.1,0.05,Marketplace,ระยอง,Accessory,426.64
ORD000353,2026-01-22 13:13:00,C0032,P006,1,299.0,0.0,Marketplace,ระยอง,Accessory,299.0
ORD000354,2026-01-19 08:37:00,C0032,P023,1,299.0,0.0,Marketplace,ระยอง,Accessory,299.0
ORD000356,2026-01-02 23:47:00,C0158,P016,2,1564.5,0.05,Marketplace,เชียงใหม่,Accessory,2972.55
ORD000357,2026-01-18 15:19:00,C0087,P020,2,449.1,0.05,Marketplace,กรุงเทพมหานคร,Smart Home,853.29
ORD000360,2026-01-24 07:27:00,C0009,P015,2,269.1,0.0,Marketplace,ภูเก็ต,Notebook,538.2
ORD000361,2026-02-19 02:59:00,C0124,P019,1,4189.5,0.05,Web,กรุงเทพมหานคร,Smartphone,3980.02
ORD000363,2026-02-08 06:17:00,C0136,P014,2,940.5,0.05,Mobile App,ระยอง,Notebook,1786.95
ORD000365,2026-02-23 13:30:00,C0139,P004,2,1490.0,0.0,Marketplace,ระยอง,Smart Home,2980.0
ORD000366,2026-02-14 20:28:00,C0088,P004,1,1490.0,0.0,Marketplace,ภูเก็ต,Smart Home,1490.0
ORD000369,2026-02-22 01:54:00,C0037,P033,3,13545.0,0.0,Mobile App,ภูเก็ต,Smart Home,40635.0
ORD000370,2026-02-05 13:06:00,C0050,P006,2,284.05,0.05,Marketplace,เชียงใหม่,Accessory,539.7
ORD000372,2026-02-03 18:30:00,C0096,P025,2,27195.0,0.1,Mobile App,กรุงเทพมหานคร,Accessory,48951.0
ORD000375,2026-02-16 10:59:00,C0034,P008,1,474.05,0.05,Web,ภูเก็ต,Accessory,450.35
ORD000376,2026-02-26 11:51:00,C0155,P027,4,27195.0,0.0,Mobile App,เชียงใหม่,Smartphone,108780.0
ORD000378,2026-02-03 18:47:00,C0118,P002,4,1415.5,0.1,Marketplace,ระยอง,Smartphone,5095.8
ORD000379,2026-02-26 21:04:00,C0002,P010,1,1039.5,0.05,Mobile App,ชลบุรี,Smart Home,987.52
ORD000380,2026-02-04 17:51:00,C0045,P026,3,11610.0,0.05,Web,เชียงใหม่,Smart Home,33088.5
ORD000381,2026-02-09 10:43:00,C0077,P007,1,24605.0,0.0,Mobile App,เชียงใหม่,Notebook,24605.0
ORD000383,2026-02-11 01:20:00,C0022,P026,4,12255.0,0.0,Marketplace,กรุงเทพมหานคร,Smart Home,49020.0
ORD000385,2026-02-12 03:57:00,C0089,P028,4,299.0,0.0,Web,ชลบุรี,Smartphone,1196.0
ORD000386,2026-02-20 14:00:00,C0156,P016,1,1341.0,0.1,Web,กรุงเทพมหานคร,Accessory,1206.9
ORD000387,2026-02-12 10:15:00,C0071,P028,4,313.95,0.0,Marketplace,ชลบุรี,Smartphone,1255.8
ORD000388,2026-02-22 14:44:00,C0100,P018,2,3591.0,0.0,Web,กรุงเทพมหานคร,Smartphone,7182.0
ORD000389,2026-02-15 15:29:00,C0051,P032,2,25900.0,0.0,Marketplace,เชียงใหม่,Notebook,51800.0
ORD000390,2026-02-04 07:56:00,C0159,P026,3,11610.0,0.0,Mobile App,ภูเก็ต,Smart Home,34830.0
ORD000391,2026-02-18 08:58:00,C0101,P020,2,449.1,0.0,Mobile App,ภูเก็ต,Smart Home,898.2
ORD000392,2026-02-26 06:39:00,C0107,P023,1,269.1,0.0,Mobile App,ระยอง,Accessory,269.1
ORD000395,2026-02-12 15:38:00,C0008,P020,1,499.0,0.0,Web,ขอนแก่น,Smart Home,499.0
ORD000400,2026-02-19 15:10:00,C0078,P035,4,27195.0,0.0,Web,ระยอง,Accessory,108780.0
ORD000401,2026-02-16 16:25:00,C0085,P013,3,499.0,0.1,Marketplace,กรุงเทพมหานคร,Smart Home,1347.3
ORD000402,2026-02-16 20:27:00,C0084,P030,1,523.95,0.05,Web,กรุงเทพมหานคร,Smartphone,497.75
ORD000403,2026-02-17 06:30:00,C0107,P031,1,1490.0,0.0,Mobile App,ระยอง,Smart Home,1490.0
ORD000405,2026-02-27 09:47:00,C0070,P001,1,299.0,0.0,Marketplace,เชียงใหม่,Notebook,299.0
ORD000408,2026-02-27 20:30:00,C0047,P032,2,25900.0,0.05,Marketplace,ระยอง,Notebook,49210.0
ORD000411,2026-02-10 01:56:00,C0030,P025,1,25900.0,0.0,Mobile App,ชลบุรี,Accessory,25900.0
ORD000412,2026-02-11 23:14:00,C0088,P025,2,25900.0,0.0,Web,ภูเก็ต,Accessory,51800.0
ORD000415,2026-02-15 12:42:00,C0007,P037,4,24605.0,0.0,Marketplace,กรุงเทพมหานคร,Smart Home,98420.0
ORD000418,2026-02-26 17:39:00,C0097,P018,2,3790.5,0.05,Marketplace,เชียงใหม่,Smartphone,7201.95
ORD000419,2026-02-12 23:28:00,C0015,P002,1,1341.0,0.1,Marketplace,ภูเก็ต,Smartphone,1206.9
ORD000420,2026-02-09 09:44:00,C0056,P021,1,23310.0,0.1,Mobile App,เชียงใหม่,Smart Home,20979.0
ORD000421,2026-02-14 04:43:00,C0160,P023,3,284.05,0.1,Marketplace,กรุงเทพมหานคร,Accessory,766.94
ORD000422,2026-02-27 13:36:00,C0160,P001,3,299.0,0.0,Mobile App,กรุงเทพมหานคร,Notebook,897.0
ORD000425,2026-02-17 18:53:00,C0145,P003,2,25900.0,0.0,Web,ภูเก็ต,Smartphone,51800.0
ORD000426,2026-02-25 09:55:00,C0043,P027,4,25900.0,0.0,Web,ระยอง,Smartphone,103600.0
ORD000428,2026-02-01 09:32:00,C0036,P032,2,27195.0,0.0,Mobile App,กรุงเทพมหานคร,Notebook,54390.0
ORD000430,2026-02-19 16:43:00,C0112,P037,4,25900.0,0.1,Mobile App,กรุงเทพมหานคร,Smart Home,93240.0
ORD000431,2026-02-05 17:40:00,C0017,P019,1,3790.5,0.1,Marketplace,กรุงเทพมหานคร,Smartphone,3411.45
ORD000432,2026-02-04 04:23:00,C0119,P025,4,25900.0,0.0,Marketplace,ขอนแก่น,Accessory,103600.0
ORD000433,2026-02-11 22:26:00,C0043,P009,2,284.05,0.05,Mobile App,ระยอง,Notebook,539.7
ORD000434,2026-02-23 16:44:00,C0114,P025,1,25900.0,0.1,Mobile App,เชียงใหม่,Accessory,23310.0
ORD000435,2026-02-13 04:16:00,C0130,P010,2,891.0,0.05,Mobile App,ภูเก็ต,Smart Home,1692.9
ORD000436,2026-02-20 09:07:00,C0154,P009,1,299.0,0.1,Marketplace,เชียงใหม่,Notebook,269.1
ORD000437,2026-02-24 08:52:00,C0059,P014,2,990.0,0.0,Web,ระยอง,Notebook,1980.0
ORD000438,2026-02-03 17:34:00,C0106,P035,4,27195.0,0.0,Mobile App,ภูเก็ต,Accessory,108780.0
ORD000439,2026-02-20 02:29:00,C0112,P002,3,1564.5,0.0,Mobile App,กรุงเทพมหานคร,Smartphone,4693.5
ORD000440,2026-02-22 17:06:00,C0063,P008,2,449.1,0.0,Web,ระยอง,Accessory,898.2
ORD000441,2026-02-22 07:08:00,C0032,P024,1,299.0,0.0,Mobile App,ระยอง,Accessory,299.0
ORD000442,2026-02-23 13:16:00,C0105,P010,1,1039.5,0.1,Marketplace,ภูเก็ต,Smart Home,935.55
ORD000443,2026-02-19 19:44:00,C0117,P003,4,24605.0,0.0,Web,ชลบุรี,Smartphone,98420.0
ORD000445,2026-02-10 13:38:00,C0054,P025,1,24605.0,0.0,Mobile App,กรุงเทพมหานคร,Accessory,24605.0
ORD000446,2026-02-09 12:07:00,C0062,P012,1,990.0,0.0,Mobile App,ระยอง,Accessory,990.0
ORD000447,2026-02-24 03:42:00,C0085,P024,1,313.95,0.0,Mobile App,กรุงเทพมหานคร,Accessory,313.95
ORD000448,2026-02-15 13:01:00,C0096,P004,2,1341.0,0.05,Web,กรุงเทพมหานคร,Smart Home,2547.9
ORD000449,2026-02-27 08:06:00,C0038,P031,3,1341.0,0.0,Web,ชลบุรี,Smart Home,4023.0
ORD000450,2026-02-08 18:36:00,C0037,P011,1,25900.0,0.0,Marketplace,ภูเก็ต,Accessory,25900.0
ORD000451,2026-02-15 01:08:00,C0028,P032,4,27195.0,0.05,Marketplace,ขอนแก่น,Notebook,103341.0
ORD000452,2026-02-12 08:11:00,C0022,P005,4,299.0,0.0,Mobile App,กรุงเทพมหานคร,Smartphone,1196.0
ORD000454,2026-02-17 21:52:00,C0087,P011,1,27195.0,0.05,Mobile App,กรุงเทพมหานคร,Accessory,25835.25
ORD000455,2026-02-16 21:58:00,C0052,P022,3,523.95,0.0,Web,ระยอง,Accessory,1571.85
ORD000459,2026-02-24 08:54:00,C0070,P036,3,299.0,0.1,Mobile App,เชียงใหม่,Notebook,807.3
ORD000460,2026-02-17 04:59:00,C0040,P011,3,27195.0,0.0,Mobile App,กรุงเทพมหานคร,Accessory,81585.0
ORD000462,2026-02-28 03:21:00,C0077,P003,2,25900.0,0.05,Mobile App,เชียงใหม่,Smartphone,49210.0
ORD000463,2026-02-20 13:20:00,C0062,P030,4,523.95,0.0,Marketplace,ระยอง,Smartphone,2095.8
ORD000465,2026-02-12 07:50:00,C0002,P011,1,27195.0,0.1,Mobile App,ชลบุรี,Accessory,24475.5
ORD000466,2026-02-17 18:53:00,C0044,P004,1,1341.0,0.0,Mobile App,กรุงเทพมหานคร,Smart Home,1341.0
ORD000467,2026-02-26 11:09:00,C0117,P017,4,990.0,0.1,Mobile App,ชลบุรี,Smartphone,3564.0
ORD000470,2026-02-21 21:44:00,C0076,P004,2,1415.5,0.0,Mobile App,ระยอง,Smart Home,2831.0
ORD000471,2026-02-13 13:59:00,C0068,P032,4,27195.0,0.0,Web,ขอนแก่น,Notebook,108780.0
ORD000472,2026-02-06 07:32:00,C0155,P017,2,1039.5,0.1,Mobile App,เชียงใหม่,Smartphone,1871.1
ORD000473,2026-02-06 17:53:00,C0059,P005,1,299.0,0.0,Marketplace,ระยอง,Smartphone,299.0
ORD000474,2026-02-05 22:44:00,C0008,P019,1,4189.5,0.0,Web,ขอนแก่น,Smartphone,4189.5
ORD000475,2026-02-15 05:43:00,C0085,P018,2,3790.5,0.0,Web,กรุงเทพมหานคร,Smartphone,7581.0
ORD000476,2026-02-10 18:54:00,C0006,P018,1,4189.5,0.0,Mobile App,ระยอง,Smartphone,4189.5
ORD000479,2026-02-22 17:01:00,C0013,P009,1,269.1,0.0,Mobile App,เชียงใหม่,Notebook,269.1
ORD000480,2026-02-16 08:07:00,C0029,P018,1,3790.5,0.0,Mobile App,ขอนแก่น,Smartphone,3790.5
ORD000481,2026-02-25 14:58:00,C0052,P034,1,299.0,0.0,Web,ระยอง,Accessory,299.0
ORD000483,2026-02-04 18:05:00,C0010,P037,2,25900.0,0.0,Marketplace,ชลบุรี,Smart Home,51800.0
ORD000484,2026-02-01 01:38:00,C0048,P016,1,1564.5,0.0,Marketplace,กรุงเทพมหานคร,Accessory,1564.5
ORD000486,2026-02-02 16:24:00,C0141,P021,2,23310.0,0.0,Mobile App,กรุงเทพมหานคร,Smart Home,46620.0
ORD000487,2026-02-03 22:11:00,C0092,P010,1,990.0,0.0,Mobile App,กรุงเทพมหานคร,Smart Home,990.0
ORD000489,2026-02-21 22:56:00,C0103,P010,1,990.0,0.0,Web,ขอนแก่น,Smart Home,990.0
ORD000490,2026-02-05 06:12:00,C0067,P028,1,299.0,0.0,Web,ชลบุรี,Smartphone,299.0
ORD000491,2026-02-03 19:24:00,C0090,P026,1,12255.0,0.05,Web,เชียงใหม่,Smart Home,11642.25
ORD000492,2026-02-18 23:25:00,C0105,P014,1,990.0,0.0,Marketplace,ภูเก็ต,Notebook,990.0
ORD000493,2026-02-24 06:43:00,C0140,P022,4,499.0,0.0,Web,ภูเก็ต,Accessory,1996.0
ORD000494,2026-02-21 18:46:00,C0091,P025,1,24605.0,0.0,Marketplace,ชลบุรี,Accessory,24605.0
ORD000495,2026-02-01 10:05:00,C0016,P016,2,1490.0,0.05,Web,ชลบุรี,Accessory,2831.0
ORD000496,2026-02-08 04:50:00,C0007,P022,4,499.0,0.1,Web,กรุงเทพมหานคร,Accessory,1796.4
ORD000497,2026-02-24 17:26:00,C0138,P028,1,269.1,0.1,Marketplace,กรุงเทพมหานคร,Smartphone,242.19
ORD000498,2026-02-06 11:28:00,C0047,P003,2,24605.0,0.0,Marketplace,ระยอง,Smartphone,49210.0
ORD000499,2026-02-07 15:12:00,C0157,P024,1,269.1,0.0,Mobile App,ระยอง,Accessory,269.1
ORD000500,2026-02-12 10:25:00,C0106,P031,4,1490.0,0.1,Web,ภูเก็ต,Smart Home,5364.0
ORD000503,2026-02-10 11:55:00,C0022,P030,4,474.05,0.0,Mobile App,กรุงเทพมหานคร,Smartphone,1896.2
ORD000504,2026-02-18 05:44:00,C0091,P005,2,313.95,0.0,Mobile App,ชลบุรี,Smartphone,627.9
ORD000505,2026-02-02 01:42:00,C0148,P031,1,1341.0,0.0,Web,เชียงใหม่,Smart Home,1341.0
ORD000506,2026-02-19 13:26:00,C0153,P007,2,27195.0,0.0,Mobile App,ขอนแก่น,Notebook,54390.0
ORD000507,2026-02-24 12:52:00,C0126,P011,1,25900.0,0.0,Web,เชียงใหม่,Accessory,25900.0
ORD000508,2026-02-20 22:36:00,C0129,P009,3,299.0,0.0,Mobile App,กรุงเทพมหานคร,Notebook,897.0
ORD000510,2026-02-10 22:52:00,C0153,P010,4,1039.5,0.0,Web,ขอนแก่น,Smart Home,4158.0
ORD000511,2026-02-24 16:52:00,C0106,P031,1,1490.0,0.1,Web,ภูเก็ต,Smart Home,1341.0
ORD000512,2026-02-10 17:11:00,C0036,P017,4,1039.5,0.05,Mobile App,กรุงเทพมหานคร,Smartphone,3950.1
ORD000513,2026-02-25 01:56:00,C0012,P022,1,474.05,0.0,Web,ขอนแก่น,Accessory,474.05
ORD000515,2026-02-02 13:51:00,C0030,P012,3,990.0,0.1,Web,ชลบุรี,Accessory,2673.0
ORD000516,2026-02-11 03:07:00,C0047,P002,2,1341.0,0.1,Mobile App,ระยอง,Smartphone,2413.8
ORD000517,2026-02-01 04:57:00,C0029,P003,3,25900.0,0.0,Marketplace,ขอนแก่น,Smartphone,77700.0
ORD000518,2026-02-05 13:30:00,C0110,P015,1,299.0,0.0,Marketplace,เชียงใหม่,Notebook,299.0
ORD000519,2026-02-26 04:26:00,C0012,P033,1,12900.0,0.0,Mobile App,ขอนแก่น,Smart Home,12900.0
ORD000520,2026-02-06 15:46:00,C0114,P037,1,23310.0,0.1,Marketplace,เชียงใหม่,Smart Home,20979.0
ORD000521,2026-02-08 11:24:00,C0020,P017,1,990.0,0.0,Marketplace,ขอนแก่น,Smartphone,990.0
ORD000523,2026-02-13 06:28:00,C0077,P032,2,25900.0,0.05,Marketplace,เชียงใหม่,Notebook,49210.0
ORD000524,2026-02-21 20:40:00,C0140,P011,1,25900.0,0.05,Mobile App,ภูเก็ต,Accessory,24605.0
ORD000527,2026-02-27 01:27:00,C0154,P036,3,313.95,0.1,Mobile App,เชียงใหม่,Notebook,847.66
ORD000528,2026-02-12 17:29:00,C0118,P030,2,499.0,0.05,Marketplace,ระยอง,Smartphone,948.1
ORD000530,2026-02-06 08:19:00,C0023,P036,1,299.0,0.0,Marketplace,กรุงเทพมหานคร,Notebook,299.0
ORD000531,2026-02-28 13:46:00,C0009,P035,1,25900.0,0.1,Marketplace,ภูเก็ต,Accessory,23310.0
ORD000532,2026-02-09 23:58:00,C0135,P020,1,499.0,0.0,Mobile App,กรุงเทพมหานคร,Smart Home,499.0
ORD000534,2026-02-17 15:31:00,C0134,P015,1,313.95,0.0,Marketplace,ภูเก็ต,Notebook,313.95
ORD000536,2026-02-03 06:33:00,C0015,P013,2,499.0,0.0,Mobile App,ภูเก็ต,Smart Home,998.0
ORD000538,2026-02-20 19:01:00,C0133,P015,3,269.1,0.1,Mobile App,ภูเก็ต,Notebook,726.57
ORD000539,2026-02-23 19:29:00,C0003,P001,1,284.05,0.0,Marketplace,ขอนแก่น,Notebook,284.05
ORD000540,2026-02-14 08:20:00,C0017,P029,1,3790.5,0.1,Marketplace,กรุงเทพมหานคร,Notebook,3411.45
ORD000542,2026-02-15 18:56:00,C0030,P021,1,27195.0,0.1,Marketplace,ชลบุรี,Smart Home,24475.5
ORD000543,2026-02-23 13:02:00,C0108,P022,4,449.1,0.0,Web,เชียงใหม่,Accessory,1796.4
ORD000545,2026-02-15 21:06:00,C0148,P010,2,990.0,0.0,Marketplace,เชียงใหม่,Smart Home,1980.0
ORD000546,2026-02-13 10:01:00,C0004,P016,1,1415.5,0.0,Marketplace,กรุงเทพมหานคร,Accessory,1415.5
ORD000549,2026-02-17 10:45:00,C0086,P004,2,1490.0,0.0,Marketplace,กรุงเทพมหานคร,Smart Home,2980.0
ORD000551,2026-02-10 16:42:00,C0105,P005,2,313.95,0.1,Marketplace,ภูเก็ต,Smartphone,565.11
ORD000552,2026-02-06 04:25:00,C0066,P004,1,1490.0,0.1,Web,ระยอง,Smart Home,1341.0
ORD000553,2026-02-28 22:02:00,C0074,P028,2,313.95,0.05,Marketplace,ขอนแก่น,Smartphone,596.5
ORD000554,2026-02-19 09:59:00,C0028,P010,1,891.0,0.1,Marketplace,ขอนแก่น,Smart Home,801.9
ORD000556,2026-02-07 07:32:00,C0004,P032,2,23310.0,0.0,Marketplace,กรุงเทพมหานคร,Notebook,46620.0
ORD000557,2026-02-06 22:59:00,C0065,P025,4,27195.0,0.05,Marketplace,ขอนแก่น,Accessory,103341.0
ORD000558,2026-02-17 17:23:00,C0052,P034,2,313.95,0.1,Marketplace,ระยอง,Accessory,565.11
ORD000559,2026-02-26 16:49:00,C0123,P028,1,269.1,0.0,Marketplace,ระยอง,Smartphone,269.1
ORD000560,2026-02-22 20:33:00,C0151,P005,4,284.05,0.0,Mobile App,ชลบุรี,Smartphone,1136.2
ORD000562,2026-02-28 19:55:00,C0074,P019,1,4189.5,0.1,Marketplace,ขอนแก่น,Smartphone,3770.55
ORD000563,2026-02-08 03:06:00,C0125,P037,4,23310.0,0.0,Marketplace,เชียงใหม่,Smart Home,93240.0
ORD000564,2026-02-18 21:40:00,C0147,P023,4,299.0,0.0,Mobile App,ชลบุรี,Accessory,1196.0
ORD000565,2026-02-03 17:43:00,C0132,P029,1,3990.0,0.0,Web,ชลบุรี,Notebook,3990.0
ORD000566,2026-02-04 22:02:00,C0154,P020,3,523.95,0.0,Marketplace,เชียงใหม่,Smart Home,1571.85
ORD000567,2026-02-09 01:16:00,C0059,P017,3,990.0,0.05,Mobile App,ระยอง,Smartphone,2821.5
ORD000569,2026-02-19 22:57:00,C0113,P010,2,891.0,0.05,Marketplace,ระยอง,Smart Home,1692.9
ORD000570,2026-02-01 02:53:00,C0030,P014,1,1039.5,0.0,Marketplace,ชลบุรี,Notebook,1039.5
ORD000571,2026-02-10 19:27:00,C0040,P005,1,299.0,0.0,Mobile App,กรุงเทพมหานคร,Smartphone,299.0
ORD000574,2026-02-03 11:10:00,C0010,P022,3,499.0,0.0,Mobile App,ชลบุรี,Accessory,1497.0
ORD000575,2026-02-22 06:29:00,C0154,P015,3,284.05,0.0,Marketplace,เชียงใหม่,Notebook,852.15
ORD000576,2026-02-27 01:43:00,C0014,P003,2,27195.0,0.0,Mobile App,ขอนแก่น,Smartphone,54390.0
ORD000577,2026-02-28 21:05:00,C0030,P020,1,449.1,0.0,Mobile App,ชลบุรี,Smart Home,449.1
ORD000578,2026-02-09 03:11:00,C0039,P003,4,23310.0,0.05,Marketplace,กรุงเทพมหานคร,Smartphone,88578.0
ORD000579,2026-02-08 06:46:00,C0086,P001,2,269.1,0.0,Mobile App,กรุงเทพมหานคร,Notebook,538.2
ORD000580,2026-02-26 23:03:00,C0110,P033,2,11610.0,0.0,Web,เชียงใหม่,Smart Home,23220.0
ORD000581,2026-02-19 23:30:00,C0036,P017,2,990.0,0.05,Marketplace,กรุงเทพมหานคร,Smartphone,1881.0
ORD000582,2026-02-06 04:51:00,C0134,P016,2,1415.5,0.0,Mobile App,ภูเก็ต,Accessory,2831.0
ORD000583,2026-02-19 14:04:00,C0025,P032,2,27195.0,0.0,Web,ชลบุรี,Notebook,54390.0
ORD000584,2026-02-18 20:32:00,C0039,P027,3,25900.0,0.1,Marketplace,กรุงเทพมหานคร,Smartphone,69930.0
ORD000585,2026-02-23 05:34:00,C0028,P028,2,299.0,0.1,Web,ขอนแก่น,Smartphone,538.2
ORD000587,2026-02-27 14:35:00,C0153,P015,1,299.0,0.1,Mobile App,ขอนแก่น,Notebook,269.1
ORD000588,2026-02-10 23:33:00,C0038,P032,1,23310.0,0.0,Mobile App,ชลบุรี,Notebook,23310.0
ORD000590,2026-02-27 17:19:00,C0139,P021,1,23310.0,0.0,Marketplace,ระยอง,Smart Home,23310.0
ORD000591,2026-02-14 09:53:00,C0039,P017,1,990.0,0.0,Marketplace,กรุงเทพมหานคร,Smartphone,990.0
ORD000592,2026-02-14 17:35:00,C0094,P011,2,27195.0,0.0,Marketplace,ขอนแก่น,Accessory,54390.0
ORD000593,2026-02-13 02:48:00,C0110,P009,2,299.0,0.0,Web,เชียงใหม่,Notebook,598.0
ORD000596,2026-02-12 21:25:00,C0025,P013,2,474.05,0.05,Web,ชลบุรี,Smart Home,900.7
ORD000597,2026-02-02 14:46:00,C0091,P022,1,499.0,0.05,Marketplace,ชลบุรี,Accessory,474.05
ORD000600,2026-02-22 18:07:00,C0096,P014,2,990.0,0.05,Web,กรุงเทพมหานคร,Notebook,1881.0
ORD000602,2026-02-10 17:55:00,C0124,P025,1,24605.0,0.0,Mobile App,กรุงเทพมหานคร,Accessory,24605.0
ORD000603,2026-02-23 09:04:00,C0048,P027,1,27195.0,0.0,Web,กรุงเทพมหานคร,Smartphone,27195.0
ORD000604,2026-02-20 19:17:00,C0137,P025,2,25900.0,0.1,Web,ภูเก็ต,Accessory,46620.0
ORD000605,2026-02-09 09:07:00,C0095,P001,2,269.1,0.05,Mobile App,ระยอง,Notebook,511.29
ORD000607,2026-02-19 00:57:00,C0146,P008,4,523.95,0.05,Marketplace,กรุงเทพมหานคร,Accessory,1991.01
ORD000608,2026-02-21 21:51:00,C0082,P035,2,27195.0,0.1,Marketplace,กรุงเทพมหานคร,Accessory,48951.0
ORD000609,2026-02-09 00:21:00,C0122,P014,4,1039.5,0.0,Web,ขอนแก่น,Notebook,4158.0
ORD000610,2026-02-17 22:24:00,C0141,P006,1,299.0,0.05,Mobile App,กรุงเทพมหานคร,Accessory,284.05
ORD000612,2026-02-14 05:20:00,C0139,P002,1,1341.0,0.0,Marketplace,ระยอง,Smartphone,1341.0
ORD000613,2026-02-21 20:52:00,C0082,P013,3,449.1,0.0,Marketplace,กรุงเทพมหานคร,Smart Home,1347.3
ORD000615,2026-02-27 07:01:00,C0136,P003,4,24605.0,0.05,Mobile App,ระยอง,Smartphone,93499.0
ORD000617,2026-02-25 15:46:00,C0008,P017,2,891.0,0.1,Marketplace,ขอนแก่น,Smartphone,1603.8
ORD000618,2026-02-24 20:02:00,C0100,P004,1,1415.5,0.0,Marketplace,กรุงเทพมหานคร,Smart Home,1415.5
ORD000619,2026-02-09 12:09:00,C0126,P012,1,990.0,0.1,Marketplace,เชียงใหม่,Accessory,891.0
ORD000621,2026-02-17 12:32:00,C0017,P031,2,1341.0,0.1,Mobile App,กรุงเทพมหานคร,Smart Home,2413.8
ORD000622,2026-02-26 00:13:00,C0100,P001,3,299.0,0.0,Web,กรุงเทพมหานคร,Notebook,897.0
ORD000623,2026-02-14 06:18:00,C0151,P017,1,940.5,0.0,Web,ชลบุรี,Smartphone,940.5
ORD000625,2026-02-10 10:36:00,C0065,P026,2,11610.0,0.05,Web,ขอนแก่น,Smart Home,22059.0
ORD000627,2026-02-15 14:31:00,C0068,P013,1,474.05,0.1,Marketplace,ขอนแก่น,Smart Home,426.65
ORD000628,2026-02-13 21:25:00,C0137,P010,3,990.0,0.0,Mobile App,ภูเก็ต,Smart Home,2970.0
ORD000629,2026-02-10 18:31:00,C0086,P036,2,284.05,0.0,Mobile App,กรุงเทพมหานคร,Notebook,568.1
ORD000630,2026-02-06 04:23:00,C0040,P022,3,499.0,0.0,Mobile App,กรุงเทพมหานคร,Accessory,1497.0
ORD000632,2026-02-21 11:31:00,C0014,P004,4,1564.5,0.05,Marketplace,ขอนแก่น,Smart Home,5945.1
ORD000633,2026-02-05 21:07:00,C0130,P014,1,940.5,0.0,Web,ภูเก็ต,Notebook,940.5
ORD000634,2026-02-12 10:16:00,C0023,P025,3,25900.0,0.05,Marketplace,กรุงเทพมหานคร,Accessory,73815.0
ORD000635,2026-02-21 15:49:00,C0028,P006,3,313.95,0.0,Marketplace,ขอนแก่น,Accessory,941.85
ORD000636,2026-02-21 07:26:00,C0071,P013,1,499.0,0.1,Web,ชลบุรี,Smart Home,449.1
ORD000638,2026-02-03 23:38:00,C0012,P012,4,990.0,0.0,Mobile App,ขอนแก่น,Accessory,3960.0
ORD000639,2026-02-02 17:17:00,C0017,P007,4,27195.0,0.0,Web,กรุงเทพมหานคร,Notebook,108780.0
ORD000641,2026-02-16 20:20:00,C0086,P023,3,269.1,0.0,Marketplace,กรุงเทพมหานคร,Accessory,807.3
ORD000642,2026-02-12 09:47:00,C0047,P001,1,269.1,0.05,Mobile App,ระยอง,Notebook,255.64
ORD000643,2026-02-16 00:40:00,C0087,P026,1,12255.0,0.0,Marketplace,กรุงเทพมหานคร,Smart Home,12255.0
